ID,Comment Text,Label,Token Count
15,"Đời tư nghệ_sĩ mà cũng săm_soi dữ vậy ? Thôi_thì kệ anh_Soo_Hyun , diễn hay_là được rồi . Mấy chuyện khác để ảnh tự lo đi , anti-fan rảnh quá .",Ủng hộ,39
16,"Drama gì căng thế , thuyền này chắc_chắn không lật được đâu . Kim_soo hyun fighting !",Ủng hộ,21
17,"Ủng_hộ anh_Soo_Hyun hết_mình ! Mấy thánh soi_mói tha cho anh đi , drama mệt_mỏi quá rồi .",Ủng hộ,26
18,"Mấy thánh phán_xét cứ làm như mình thánh_thiện lắm ấy ! Người ta là diễn_viên , không phải thánh_nhân . Bớt soi_mói cuộc_sống riêng_tư đi , tập_trung mà làm_việc đi kìa !",Ủng hộ,44
19,"Mấy bạn rảnh quá ha , người ta đóng phim bao_nhiêu năm không thấy ai quan_tâm , dính tí drama là nhào vô xâu_xé . Lo sống cuộc_đời mình đi kìa !",Ủng hộ,38
20,"Ủa rồi sao , người ta là Kim_Soo_Hyun đó , cần gì mấy người phán_xét ? Anh ấy đóng phim hay_là đủ rồi !",Ủng hộ,32
21,Ủa rồi ai là người tổn_thương nhất trong chuyện này ? Sao lại quay lưng với_Soo_Hyun vậy ? Anh ấy diễn_xuất đỉnh mà !,Ủng hộ,30
22,"Thuyền ai_nấy giữ , sông sâu cá lội , kệ thiên_hạ đồn_thổi đi ! Anh nhà tôi vẫn cứ đỉnh !",Ủng hộ,27
23,"Thuyền ai_nấy chèo , đừng đẩy thuyền người ta lật !",Ủng hộ,14
24,"Ủa alo , rồi ai mới là người cần được cứu_thế ? Mấy thánh phán_xét làm như mình thanh_cao lắm không bằng ! Thôi đi ngủ cho đỡ tốn oxy của ảnh .",Ủng hộ,38
25,"Ủng_hộ gì tầm này nữa , đẩy thuyền nhiệt_tình thôi chứ biết sao giờ !",Ủng hộ,19
26,"Drama queen ở khắp mọi nơi ,_Soo_Hyun oppa cứ tập_trung đóng phim thôi ! Ai mà chưa từng mắc sai_lầm , chỉ là người nổi_tiếng thì bị soi kỹ hơn thôi .",Ủng hộ,43
27,"Drama căng đét ! Mà tui vẫn hóng phim của anh nha . Diễn_xuất đỉnh miễn bàn , còn chuyện đời tư kệ người ta đi , ai sống mà không có quá_khứ . Anti fan bớt sân_si dùm cái !",Ủng hộ,50
28,Ủa rồi mọi người muốn anh tôi sống sao mới vừa_lòng ? Chuyện cũ_rích đào lên xới lại làm gì vậy trời ? Lo làm_việc của mình đi ạ !,Ủng hộ,37
29,"Chuyện riêng_tư thì cứ để người ta tự giải_quyết đi , hết drama này đến drama khác mệt_mỏi thật_sự . Anh_Soo_Hyun diễn hay_là được rồi , quan_tâm chuyện đời tư làm gì ?",Ủng hộ,44
30,"Anti fan làm hơi lố rồi đó , anh tôi vẫn đỉnh ! Chuyện riêng_tư xâu_xé riết !",Ủng hộ,25
31,"Mấy thánh soi_mói chắc cuộc_đời hoàn_hảo lắm nhỉ ? Ngồi đó phán_xét chuyện người khác trong khi chẳng biết gì về sự_thật . Ủng_hộ anh_Soo_Hyun , tài_năng thế kia_mà cũng lôi ra bới_lông_tìm_vết cho bằng được .",Ủng hộ,52
32,"Drama nhiều quá rồi , đến anh_Soo_Hyun cũng không yên . Ủng_hộ anh tìm lại bình_yên , kệ thiên_hạ đi anh ơi .",Ủng hộ,33
33,"Mấy bạn rảnh quá đi soi_mói đời tư người khác , tập_trung lo cho bản_thân đi kìa . Anh_Soo_Hyun đóng phim hay_là được rồi , yêu ai là quyền của ảnh !",Ủng hộ,42
34,Thuyền chìm nghỉ khoẻ nha mấy má . Anh tôi đẹp_trai tài_giỏi thế kia lo gì thiếu người_yêu ! Hóng phim mới của anh thôi !,Ủng hộ,34
35,"Ủa , mấy bạn rảnh quá vậy ? Chuyện người ta , để người ta tự giải_quyết đi chứ ! Anh_Soo_Hyun diễn hay_là được rồi , đời tư kệ ảnh !",Ủng hộ,40
36,"Rồi rồi , lại một vụ nữa tung tin_đồn để dìm người ta đây mà . Tin hết vào mấy bài báo thì đến bao_giờ mới khôn ra ? Ủng_hộ anh_Soo_Hyun !",Ủng hộ,40
37,"Mấy thánh soi_mói để yên cho anh tui đóng phim đi được không ? Có đóng_góp được đồng nào không mà ý_kiến dữ vậy trời ? Chuyện riêng_tư của người ta , người ta giải_quyết sao kệ người ta đi ! Lo cho cuộc_đời mình trước đi kìa .",Ủng hộ,58
38,Drama căng đét ! Chờ_đợi bằng_chứng xác_thực chứ đừng vội_vàng phán_xét anh_Soo_Hyun .,Ủng hộ,23
39,"Drama bủa_vây , thuyền chìm hay không chưa biết , nhưng diễn_xuất của_Soo_Hyun vẫn đỉnh chóp . Phim mới vẫn cứ hóng !",Ủng hộ,34
40,"Thôi đi mấy má ơi , đào_bới quá_khứ làm gì nữa ? Ai chẳng có lúc lầm_lỡ , tha cho người ta đi !",Ủng hộ,29
41,"Thôi nào mọi người , showbiz mà , chuyện gì cũng có_thể xảy ra . Ngồi đây đoán_già_đoán_non làm gì , lo cày phim của oppa đi kìa .",Ủng hộ,36
42,"Thuyền này chìm hơi sâu rồi , cơ_mà tôi vẫn lót dép hóng drama tiếp ! Diễn_viên cũng là người , sống cuộc_đời của họ thôi mà .",Ủng hộ,35
43,"Anti thì cứ anti , tôi vẫn hóng phim mới của anh_Soo_Hyun !",Ủng hộ,16
44,"Mấy thánh soi_mói có để yên cho người ta thở không vậy ? Đời tư của người ta , liên_quan gì đến diễn_xuất ? Thích anh_Soo_Hyun cứ xem phim_ảnh anh ấy đóng thôi , làm quá lên làm_gì !",Ủng hộ,51
45,"Chuyện tình_cảm mà , có gì to_tát đâu nhỉ ? Ủng_hộ anh_Soo_Hyun tập_trung vào diễn_xuất thôi !",Ủng hộ,27
46,"Drama này đúng là cuốn thật , hóng xem hồi sau_chú Hyun giải_quyết sao thôi !",Ủng hộ,21
47,"Mấy người cứ làm quá ! Idol cũng là người , mắc sai_lầm thì sửa thôi . Tìm đâu ra người hoàn_hảo bây_giờ ?",Ủng hộ,28
48,"Rồi rồi , đổ hết lên đầu anh tôi đi , diễn_xuất đỉnh thế_mà cứ thích đào đời tư làm gì ? Rảnh ghê !",Ủng hộ,31
49,"Thuyền chìm nghỉ khoẻ đi các bác ơi , để anh tôi đóng phim cho dân nhờ !",Ủng hộ,21
50,"Sao mọi người khắt_khe với ảnh thế nhỉ ? Chuyện cũ rồi , tập_trung xem phim mới thôi !",Ủng hộ,26
51,Đến giờ này rồi còn lôi chuyện cũ ra làm gì ? Để yên cho anh tôi đóng phim đi mấy má ơi !,Ủng hộ,26
52,"Ủng_hộ anh_Soo_Hyun . Anti cứ_việc đào , tôi cứ_việc xem anh diễn !",Ủng hộ,22
53,"Mấy thánh phán_xét kia chắc đời hoàn_hảo lắm ha ? Quan_tâm idol nhà người ta chi dữ vậy , lo cuộc_sống của mình đi kìa .",Ủng hộ,31
54,Thật_ra thì tôi thấy chuyện này có_vẻ đang bị đẩy đi hơi xa rồi đấy . Để anh_Soo_Hyun tập_trung đóng phim có được không ?,Ủng hộ,31
55,Mấy thánh soi_mói chắc hoàn_hảo lắm hả ? Để người ta yên đi được không !,Ủng hộ,19
56,"Ủng_hộ ai thì tuỳ , chứ cứ thấy ai bị dồn_ép là tự_dưng muốn đứng về phe đó à nha . Cứ chờ xem phim của anh tôi rồi tính tiếp , diễn_xuất mới là câu trả_lời !",Ủng hộ,47
57,Sao mọi người cứ thích đào_bới quá_khứ thế nhỉ ? Anh_Soo_Hyun diễn_xuất đỉnh chóp là được rồi !,Ủng hộ,26
58,"Ủa alo , mấy bạn rảnh quá hen ? Chuyện người ta , kệ người ta đi trời ! Cứ soi_mói rồi phán_xét như đúng rồi ấy . Ngồi đó mà phán như thánh_sống không bằng . Tóm_lại là , Kim_soo hyun fighting !",Ủng hộ,54
59,"Drama này còn dài_dài , hóng diễn_biến tiếp_theo xem anh tôi diễn trò gì nữa !",Ủng hộ,22
60,"Drama bủa_vây , thuyền chìm_nghỉm . Cơ_mà thuyền_trưởng Kim có thực_lực , bão_tố nào rồi cũng qua . Tin vào anh !",Ủng hộ,33
61,"Chuyện yêu_đương của người ta , ai sống hộ cuộc_đời ai mà phán_xét ghê vậy ? Quan_tâm đến diễn_xuất của anh đi kìa !",Ủng hộ,31
62,"Chuyện riêng_tư của người ta , các bạn đào sâu làm gì vậy ? Để yên cho anh tôi đóng phim đi !",Ủng hộ,25
63,"Đúng là netizen rảnh thật , đời tư người ta xía vào làm gì . Có chắc mình thanh_cao hơn người ta không mà phán_xét ghê thế ?",Ủng hộ,35
64,"Mấy thánh soi_mói rảnh quá ha , người ta đóng phim thì xem đi , chuyện riêng_tư đào_bới làm gì . Phim hay_là được rồi !",Ủng hộ,33
65,"Chuyện riêng_tư của người ta , sao cứ xía vào làm gì nhỉ ? Hóng phim mới của anh đẹp hơn là soi_mói !",Ủng hộ,30
66,"Chuyện này càng lúc càng xàm , để anh tôi yên đi làm phim được không ? Rảnh quá hả mọi người ?",Ủng hộ,28
67,Drama showbiz mệt_mỏi ghê . Sao cứ thích lôi đời tư nghệ_sĩ ra phán_xét nhỉ ? Tội_nghiệp oppa quá !,Ủng hộ,27
68,"Drama này mệt_mỏi ghê , anti thì hả_hê còn fan thì đuối theo . Anh tôi vẫn đẹp_trai ngời_ngời , diễn_xuất đỉnh_cao , thế_là đủ ! Ai cũng có quá_khứ , cứ để ảnh tập_trung vào sự_nghiệp đi mọi người ơi .",Ủng hộ,56
69,"Thật_ra tôi thấy mọi người đang làm quá mọi chuyện lên thôi . Anh ấy diễn hay_là được , chuyện đời tư kệ người ta đi .",Ủng hộ,29
70,"Thuyền chìm thì có ai muốn kéo đâu , tự đứng dậy mà bơi tiếp thôi oppa ơi ! Fighting !",Ủng hộ,25
71,"Ủa alo , ai sống mà không có quá_khứ , xăm soi đời tư người ta làm gì dữ vậy ? Tập_trung mà cày phim của anh tôi đi kìa .",Ủng hộ,35
72,"Mấy thánh phán_xét rảnh quá ha , chắc đời mình hoàn_hảo lắm nhỉ ? Anh_Soo_Hyun diễn hay , vậy là đủ rồi . Chuyện riêng_tư kệ người ta đi !",Ủng hộ,37
73,"Thôi nào , đừng ném đá người ta quá . Biết_đâu sau_này Kim_Soo_Hyun lại đóng vai người đàn_ông có quá_khứ đau_buồn thì sao ? Diễn_xuất lên hương ấy chứ !",Ủng hộ,39
74,Drama bủa_vây thế_này mới thấy bản_lĩnh anh tôi khác người thường ! Mạnh_mẽ lên oppa !,Ủng hộ,25
75,"Ủa , tôi thấy mọi người đang làm hơi quá rồi đấy . Anh_Soo_Hyun diễn_xuất đỉnh thế cơ_mà , cứ tập_trung vào phim mới đi thôi !",Ủng hộ,34
76,"Rồi rồi , lại thêm một anh_hùng bị bôi_tro_trát_trấu . Anti-fan rảnh quá hay sao mà hết người để soi rồi à ?",Ủng hộ,30
77,"Ủng_hộ Kim_Soo_Hyun ? Ờ , giờ mới thấy antifan rảnh quá lo chuyện bao_đồng .",Ủng hộ,20
78,"Drama showbiz lúc_nào cũng hấp_dẫn ! Ngồi hóng xem hồi sau có biến lớn không đây . Ai mà biết được sự_thật đằng sau những tấm ảnh và tin nhắn nhỉ ? Thôi_thì cứ xem phim_ảnh anh đóng đã , diễn_xuất đỉnh vậy cơ_mà !",Ủng hộ,55
79,"Ủng_hộ_Soo_Hyun , mấy người đừng có vin vào chuyện cũ mà dìm anh ấy nữa . Sự_nghiệp của người ta không phải trò_đùa !",Ủng hộ,32
80,"Mấy thánh phán_xét chắc chưa bao_giờ mắc sai_lầm ? Chuyện người ta , có cần_thiết phải xúm vô đẩy người ta xuống không ? Thử đặt mình vào vị_trí anh ấy xem có chịu nổi không ?",Ủng hộ,45
81,"Thuyền chìm thì vớt , người tài thì trọng_dụng , đừng vùi_dập nhau thế chứ !",Ủng hộ,20
82,Mấy thánh phán_xét bớt dùm đi ạ . Tui thấy anh_Soo_Hyun vẫn đỉnh đó thôi . Có ai hoàn_hảo đâu mà soi_mói quá vậy ?,Ủng hộ,31
83,Ủa rồi mấy người hoàn_hảo lắm à ? Ngồi đó phán_xét người ta như đúng rồi . Lo chuyện mình đi kìa .,Ủng hộ,27
84,Ủa rồi giờ trách ai ? Chắc tại Kim_Soo_Hyun đẹp_trai quá nên bị ghét thôi chứ gì .,Ủng hộ,23
85,"Mấy thánh soi_mói bớt sân_si dùm cái đi , anh tôi đóng phim mệt_nghỉ còn chưa đủ hay sao mà_còn dựng_chuyện bôi_nhọ ảnh nữa ? Riết rồi showbiz toàn drama không hà !",Ủng hộ,41
86,"Thuyền chìm rồi đào đâu ra đá mà ném , để yên cho anh tôi đóng phim đi mấy má ơi !",Ủng hộ,24
87,"Anti trá_hình gắt quá ! Tin một_chiều rồi phán như đúng rồi , chắc gì người ta đã sai ? Tẩy_chay dễ thế sao , xem phim người ta bao_nhiêu năm rồi , giờ quay lưng nhanh vậy ?",Ủng hộ,51
88,"Drama này căng đét , cơ_mà em vẫn tin anh_Soo_Hyun ! Showbiz mà , ai biết_đâu được ai đúng ai sai . Cứ chờ xem phim mới của anh rồi tính !",Ủng hộ,40
89,"Ủng_hộ Kim_soo hyun kiểu này thì có khi "" toang "" thật . Thôi_thì ngồi hóng drama vậy !",Ủng hộ,25
90,"Mấy bạn antifan bớt sân_si đi . Người ta đẹp_trai , tài_năng , dính tin_đồn cũng làm ầm lên . Để yên cho anh tôi đóng phim .",Ủng hộ,34
91,"Rồi rồi , lại đổ hết lên đầu anh tôi thôi ! Chờ xem phim mới của ảnh nhé , mấy bạn "" thánh_thiện "" !",Ủng hộ,33
92,"Drama này còn dài_dài , hóng biến tiếp của "" chú ""_Soo_Hyun thôi ! Biết_đâu lại lật kèo thành phim đam mỹ gây sốt thì sao ?",Ủng hộ,34
93,Sao mọi người cứ thích đào_bới quá_khứ thế nhỉ ? Để anh_Soo_Hyun yên đi mà !,Ủng hộ,21
94,Thật buồn_cười khi thấy mọi người vội_vàng ném đá một ai đó chỉ dựa trên tin_đồn . Ủng_hộ anh_Soo_Hyun ! Fighting !,Ủng hộ,30
95,"Mấy thánh soi_mói để yên cho anh tôi đóng phim đi được không ? Người ta là diễn_viên , không phải thánh_sống nhé !",Ủng hộ,30
96,"Drama căng đét , hóng_hớt xong rồi thì cũng để anh người ta yên đi đóng phim . Đừng vì mấy cái tin_đồn thất_thiệt mà đánh_giá cả sự_nghiệp của người ta chứ . Tin hay không thì tuỳ , chứ tui vẫn là fan cứng của Kim_Soo_Hyun nha !",Ủng hộ,60
97,Drama căng đét ! Anh nhà mình chắc_chắn phải mạnh_mẽ vượt qua thôi . Đừng để antifan được nước lấn tới !,Ủng hộ,29
98,"Drama nhiều tập quá vậy trời , biết_đâu ẩn_tình gì mình chưa thấy hết . Tin anh_Soo_Hyun !",Ủng hộ,26
99,"Drama căng đét ! Chờ xem ai "" quay xe "" cuối_cùng thôi . Tin vào anh_Soo_Hyun , anh luôn có lý_do của mình !",Ủng hộ,33
100,"Thuyền chìm rồi mấy má ơi , lèo_lái kiểu gì nữa ! Thôi_thì phim mới anh vẫn cứ xem nhé !",Ủng hộ,26
101,"Thôi nào , cứ phải dồn người ta vào đường cùng mới chịu à ? Showbiz vốn_dĩ khắc_nghiệt , tha cho anh_Soo_Hyun đi !",Ủng hộ,30
102,"Drama bủa_vây thật đấy , nhưng diễn_xuất của ảnh thì vẫn đỉnh của chóp ! Anti-fan bớt gắt dùm cái , để người ta còn đóng phim nữa chớ !",Ủng hộ,39
103,"Ủa alo , drama căng vậy_mà phim mới của ảnh vẫn đỉnh chóp là sao ta ? Chứng_tỏ năng_lực diễn_xuất mới là tất_cả , mấy chuyện khác gió thoảng mây bay thôi mà .",Ủng hộ,40
104,"Mấy người rảnh quá , để người ta yên đi ! Đóng phim không ai nói , cứ đời tư là xúm vào gặm .",Ủng hộ,27
105,"Chuyện chưa rõ_ràng mà mọi người đã vội phán_xét rồi . Tin_đồn vẫn chỉ là tin_đồn thôi mà ! Cần thời_gian để mọi thứ sáng_tỏ , đừng vội_vàng "" ném đá "" người khác .",Ủng hộ,43
106,"Mấy thánh phán_xét online rảnh quá ha ? Chuyện người ta , để người ta tự giải_quyết đi !",Ủng hộ,21
107,Drama showbiz mệt ghê ! Biết_đâu lại là chiêu trò truyền_thông thì sao ? Tin ai bây_giờ ... thôi_thì cứ xem phim anh_Soo_Hyun đóng cho đỡ stress vậy .,Ủng hộ,36
108,"Mấy thánh soi_mói để yên cho anh tui đóng phim đi được không ? Drama lố_bịch , tập_trung cày rating cho Queen of Tears đi kìa !",Ủng hộ,35
109,"Drama này căng quá ! Anh tôi sống sao nổi với bão dư_luận thế_này . Mạnh_mẽ lên Kim_Soo_Hyun ! Showbiz phức_tạp thật , tin ai bây_giờ .",Ủng hộ,36
110,Chuyện gì cũng phải nghe hai tai chứ nhìn bề nổi mà phán_xét người ta thì dễ quá . Đừng để mấy bài báo dắt_mũi !,Ủng hộ,29
111,"Ủa , idol cũng là người mà , có ai hoàn_hảo 100% đâu ? Mấy thánh soi bớt sân_si cho người ta thở cái đi !",Ủng hộ,30
112,"Chuyện người ta yêu ai kệ người ta đi , sao cứ thích xía vô đời tư người khác thế nhỉ ? Tập_trung vào phim_ảnh đi bà_con ơi !",Ủng hộ,35
113,"Mấy thánh phán_xét hay thật , chắc cuộc_đời mình toàn pha_lê không trầy_xước ! Chờ phim mới của anh , kệ drama .",Ủng hộ,31
114,"Thuyền chìm rồi , leo lên bè chuối thôi các bạn ơi ! Tin hết ba cái tin_vịt thì còn gì là fans chân_chính nữa ?",Ủng hộ,32
115,"Rồi rồi , lại đào lại chuyện cũ_mèm ra làm gì nữa đây ? Ủng_hộ diễn_xuất của Kim_Soo_Hyun , còn chuyện riêng_tư kệ người ta đi . Anti thì cũng vừa vừa thôi !",Ủng hộ,47
116,"Thuyền ai_nấy chèo , tội gì xúm vào đẩy thuyền người ta giữa bão_giông ?",Ủng hộ,19
117,Chuyện này rốt_cuộc là showbiz hay phiên_toà vậy trời ? Để yên cho anh tôi đóng phim đi có được không !,Ủng hộ,28
118,"Ủa rồi mấy thánh soi với mấy cái hãng hùa nhau quay lưng vậy là xong rồi đó hả ? Khổ_thân anh tui , bị lôi vô mớ bòng_bong . Chuyện người ta người ta tự giải_quyết , antifan bớt xía vô giùm cái đi .",Ủng hộ,55
119,"Drama này căng đét , nhưng_mà đợi thông_tin chính_thức rồi phán_xét có muộn đâu ? Idol của tôi vẫn là idol của tôi thôi .",Ủng hộ,33
120,"Thật lòng mà nói , sống lâu mới biết lòng người . Đến cuối_cùng , sự_thật là gì còn chưa ai rõ . Đợi drama hạ nhiệt rồi tính tiếp . Anh vẫn cứ là diễn_viên mình thích thôi !",Ủng hộ,47
121,"Chuyện showbiz phức_tạp thật , mà sao cứ lôi người đã khuất vào thế_này nhỉ ? Để anh_Soo_Hyun diễn_xuất yên_bình đi mà !",Ủng hộ,31
122,Mấy người rảnh quá không có việc gì làm hay sao mà cứ đào_bới chuyện đời tư của người ta vậy ? Để yên cho anh_Soo_Hyun nhà tôi đóng phim đi được không ?,Ủng hộ,39
123,"Đúng là mấy thánh soi_mói rảnh quá , người ta diễn hay thì cứ để người ta yên đi . Chuyện riêng_tư đào_xới làm gì , bộ phim mới còn chưa xem đã lo hóng drama !",Ủng hộ,43
124,"Rồi rồi , lại "" người nổi_tiếng yêu_đương "" nữa à ? Thôi_thì , phim anh đóng tôi vẫn xem , còn đời tư để anh tự lo đi .",Ủng hộ,37
125,"Drama queen kịch hay hết phần thiên_hạ , để yên cho anh tôi đóng phim !",Ủng hộ,19
126,"Drama căng đét , nhưng vẫn tin anh tôi ! Lùm xùm thế_nào thì phim_ảnh vẫn đỉnh chóp .",Ủng hộ,26
127,"Thuyền ai_nấy chèo , đời ai_nấy lo . Anh đẹp_trai đóng phim hay thì em xem thôi .",Ủng hộ,22
128,"Rồi rồi , đổ hết lên đầu anh tôi đi ! Xem ai mới là người cần giúp_đỡ ở đây nào ?",Ủng hộ,26
129,"Anti fan rảnh quá ! Kệ người ta đi , lo mà cày phim đi kìa .",Ủng hộ,18
130,"Chuyện showbiz phức_tạp quá , chỉ biết vẫn thích diễn_xuất của ảnh thôi ! Mấy chuyện khác ... kệ đi !",Ủng hộ,25
131,"Thôi nào mọi người , chuyện riêng_tư của người ta , cứ để anh_Soo_Hyun tự giải_quyết đi . Tin_đồn nhảm_nhí đầy_rẫy , đừng vội tin .",Ủng hộ,36
132,Sao cứ phải bới_móc chuyện cũ thế nhỉ ? Tập_trung ủng_hộ phim mới của anh đi kìa !,Ủng hộ,23
133,"Ủa rồi mấy bạn chắc Kim_Soo_Hyun thánh_thiện lắm hả ? Ai chả có quá_khứ . Thay_vì ném đá người ta , lo kiếm tiền nuôi thân đi kìa .",Ủng hộ,35
134,"Drama bủa_vây ! Chờ phim anh tui đóng để xem có "" thật "" như lời đồn không đã rồi tính tiếp . Giờ phán_xét vội , lỡ lại hố hàng thì quê xệ .",Ủng hộ,45
135,Drama này đúng là đỉnh_cao cuốn người xem mà ! Cứ chờ xem ai lật kèo cuối thôi . Anh_Soo_Hyun fighting !,Ủng hộ,27
136,Ủa rồi sao ? Anh đẹp_trai đóng phim hay thì liên_quan gì đời tư quá_khứ vậy mấy má ? Rảnh quá đi soi_mói người ta !,Ủng hộ,32
137,Drama vây quanh Kim_soo hyun nhiều quá ! Thuyền chưa ra khơi đã chìm rồi à ?,Ủng hộ,19
138,"Thuyền ai_nấy chèo , quan_trọng là diễn_xuất của anh vẫn đỉnh chóp thôi !",Ủng hộ,19
139,"Thật nực_cười khi mọi người vội_vã phán_xét chỉ dựa trên tin_đồn . Anh ấy đã cống_hiến rất nhiều cho sự_nghiệp , đừng để một scandal chưa được chứng_minh phá_huỷ tất_cả . Ủng_hộ Kim_Soo_Hyun !",Ủng hộ,50
140,Drama showbiz căng đét ! Ai rồi cũng khác thôi . Thuyền chìm vẫn có fan cứng chống lưng .,Ủng hộ,23
141,"Đời tư nghệ_sĩ là chuyện cá_nhân , sao cứ phải săm_soi đời người ta vậy ? Tẩy_chay cái kiểu lôi chuyện cũ ra xới lại đi !",Ủng hộ,33
142,"Rồi rồi , lại thêm một vụ nữa idol bị bới_lông_tìm_vết . Để yên cho anh tôi đóng phim có được không ? Nổi_tiếng quá cũng khổ !",Ủng hộ,36
143,"Thuyền chìm thì bỏ chạy thôi , thuyền_trưởng sống_sót là được rồi !",Ủng hộ,18
144,"Thật là vi diệu , mọi lỗi_lầm đều dồn lên một người . Anh tôi diễn vẫn đỉnh chóp đấy thôi , anti bớt sân_si hộ cái .",Ủng hộ,32
145,"Sao cứ phải lôi người ta ra xâu_xé thế nhỉ ? Kệ anh_Soo_Hyun đi , drama vừa thôi !",Ủng hộ,24
146,"Anti fan rảnh quá rồi đó ! Kệ người ta đi , phim anh vẫn hay mà .",Ủng hộ,19
147,"Ủa rồi sao ? Phải_chăng sống 365 ngày phải theo ý thiên_hạ ? Oppa thích thì oppa làm thôi . Cứ để ảnh diễn đi mọi người ơi , chuyện khác kệ đi !",Ủng hộ,40
148,"Ủa rồi ai cũng thánh_thiện hết à ? Chuyện riêng_tư của người ta làm quá lên vậy , tập_trung lo cho bản_thân trước đi !",Ủng hộ,31
149,"Rồi rồi , drama bủa_vây . Cơ_mà phim anh_Soo_Hyun vẫn đỉnh chóp , diễn_xuất nuốt trọn spotlight nhé ! Còn chuyện riêng , ai mà chả có góc khuất . Fan cứng điểm_danh nào !",Ủng hộ,51
150,"Drama nhiều tập hơn cả phim nữa ! Anh đẹp_trai cứ đóng phim hay đi , chuyện khác để fan lo .",Ủng hộ,25
151,"Chuyện riêng_tư của người ta , làm quá lên làm gì ? Ai hoàn_hảo đâu mà xét_nét dữ vậy ?",Ủng hộ,25
152,Anti trá_hình hơi bị lộ rồi nha . Chắc_chắn có uẩn_khúc gì đó mà báo_chí chưa phanh_phui thôi . Tin anh tôi !,Ủng hộ,32
153,"Mấy người rảnh quá đi soi_mói đời tư người khác à ? Để anh_Soo_Hyun người ta yên đi ! Tài_năng như_vậy không lo mà đi bash , hết chuyện rồi sao ?",Ủng hộ,38
154,"Rồi rồi , lại đổ hết lên đầu anh_Soo_Hyun nữa à ? Mấy người rảnh quá thì đi lo cho bản_thân đi !",Ủng hộ,28
155,"Rồi rồi , đến anh tôi thì làm quá lên ! Gắt thế , idol thì cũng là người mà ? Ai chả có quá_khứ !",Ủng hộ,31
156,"Mấy người rảnh quá không có gì làm hay sao mà cứ đào_bới chuyện cũ thế ? Kim_soo hyun diễn hay_là được rồi , đời tư kệ người ta đi !",Ủng hộ,36
157,"Ủa alo , mọi người đang rảnh quá hay sao vậy ? Để người ta yên đi trời !",Ủng hộ,23
158,Drama này căng thật_sự ! Chắc gì báo_chí đã đưa tin đúng sự_thật ? Tin anh_Soo_Hyun thôi ! Fighting !,Ủng hộ,29
