ID,Comment Text,Label,Token Count
33,"Sao giờ nhiều người sốt_sắng chuyện người khác thế nhỉ ? Anh_em tốt_đôi khi rắc_rối thế đấy ! Miễn ai hiểu là được . Drama gì chứ , Kim_Soo_Hyun vẫn đỉnh trong lòng tôi .",Ủng hộ,44
34,"Tội_nghiệp_anh Hyun , toàn gặp xui thôi . Mấy tin hành_lang toàn thổi_phồng . Anh cứ thoải_mái đi nào !",Ủng hộ,26
35,"Đúng là người nổi_tiếng khổ thiệt , một câu_chuyện đời tư cũng đủ khiến bao_nhiêu người lao vào "" đấu_tố "" . Mong anh mau_chóng vượt qua ồn_ào để còn tái_xuất rầm_rộ màn_ảnh .",Ủng hộ,45
36,Tội này mà đòi buông_tha thì chẳng biết nói gì . Kim giấu miếng tình sau lớp mặt_nạ là trai ngoan rồi nhỉ ? Cố lên anh bạn,Ủng hộ,32
37,"Tôi thấy mình đã đọc hơi nhiều tin giật_gân rồi . Anh Xứng ý chỉ tài_tử trong phim , đã cống_hiến quá nhiều , cứ bình_tĩnh đối_mặt vậy . Sao nhiều chuyện thị_phi ập đến_cùng 1 lúc vậy trời ... tin vào năng_lực của Kim_Soo_Hyun !",Ủng hộ,61
38,""" Thật quá_đáng khi cứ cố_gắng moi_móc đời tư của người khác , mình chỉ thấy_anh Hyun vô_tội . Cứ tập_trung vào diễn thôi , chuyện riêng cứ để tự họ giải_quyết . """,Ủng hộ,44
39,Trong giới giải_trí này thì ai cũng là nạn_nhân của dư_luận thôi … Thương anh !,Ủng hộ,20
40,"Thôi nào , đàn_ông độc_thân đi lấy tiền cũng bị chửi sao ? Anh diễn hay muốn mờ , ai hơi đâu dòm chuyện riêng của anh nữa . Dẹp những đứa gato ghen_tị qua một bên . Cứ cool ngầu đỉnh lưu đón brand mới của crush tui thôi !",Ủng hộ,62
41,Chuyện gì cũng ồn_ào quá nhỉ ? Rõ_ràng sau bao phen bão chỉ_trích tên_tuổi_Soo_Hyun vẫn là chuẩn_mực ấy nhỉ =,Ủng hộ,28
42,Chuyện gì chưa rõ_ràng cũng đừng vội tin báo mạng tung_hô ! Cát xét vẫn sống trong cả tấn sỉ_nhục mà xem !,Ủng hộ,27
43,"Chỉ cần làm diễn cùng tài_năng . Khốn_nạn giờ ngồi không rén , không bít chui đầu vô đâu mà . Anh không làm sai gì , hãy kiện thằng "" viện này "" đi còn chần_chờ chi",Ủng hộ,44
44,"Ôi thời_buổi bây_giờ rồi rắc_rối thật_sự . Chắc_chắn anh Kim_Soo_Hyun là trai chất_lượng , dính "" em "" nào mới đáng ngờ chớ nhỉ .",Ủng hộ,35
45,"Anh đã chứng_minh được bản_lĩnh showbiz rồi đấy , dù sóng_gió cứ ập đến ! Kiên_cường lên anh ơi , chẳng nợ gì phải giải_thích với những góc nhìn sai_lệch , mọi chuyện cuối_cùng rồi cũng ổn thôi , fan vẫn chờ đón anh ! Tiếc thật cho người muốn dập anh lắm nhưng anh_tài của cả một bầu_trời vậy nên kệ người ta .",Ủng hộ,79
46,"Ừ thì tin gì mà rần_rần trên mạng thấy ông tướng vẫn cân mọi thứ nhẹ_tênh thôi , mấy cái ảnh với tin nhắn lung_tung nhằm_nhò gì . Người giỏi muôn nơi đều trích mời ! Thôi kệ !",Ủng hộ,49
47,"So-hyun ổn mà ! Bão chỉ_trích thế_này mà_còn đứng vững được mới là đẳng_cấp . Mấy người soi_mói rảnh quá đi ! Đừng để_ý mấy tin_đồn trên mạng , hãy đón chờ những dự_án tuyệt_vời với "" người ngoài hành_tinh "" thôi .",Ủng hộ,57
48,"Không phải fan theo chuyện đời tư nhưng Kim_Soo_Hyun luôn xứng_đáng spotlight , diễn gì cũng hay ! Phục !",Ủng hộ,27
49,"Kim_Soo_Hyun vẫn ngầu như_thường , đời tư là của người ta , cứ đợi người diễn của ảnh đóng phim mới hay !",Ủng hộ,27
50,"Sau tất_cả , Hyunik yêu say_đắm Kim ! Cơn bốc_hơi của búa_rìu dư_luận làm_sao cản nổi thần_tượng vạn người mê đi_đôi tất lệch cơ chứ ! Đừng bận_tâm mấy chuyện dấm ba dớ , anh vẫn hoàn_hảo !",Ủng hộ,52
51,"Chuyện gì cũng có nhiều phía cả thôi . Cứ để anh bung lụa dự_án mới xem sao , nghệ thì phải cần đột_phá chứ !",Ủng hộ,28
52,"Thôi kệ đi , chuyện nghệ_sĩ , yêu_đương , quen_biết giờ cũng trở_thành cái gai trong mắt người khác . Ông chú thì đóng phim bao hay , tập_trung làm nghệ_thuật là được , mấy chuyện khác mặc_xác !",Ủng hộ,48
53,"Biên_kịch dạo này chán nghề hay sao ấy , drama này tôi chấm Kim_Soo_Hyun 1 năm màn_ảnh , vừa khỏi đóng phim cũng phải dính drama . Công_ty kia làm căng nhỉ , kiểu chẳng_lẽ chỉ có vậy gọi là công_bằng ? Nói_chung là chờ thêm động_thái của gia_tộc Kim rồi tính .",Ủng hộ,68
54,"Ôi , nghe mấy anh_hùng bàn_phím phân_tích kinh quá , chắc_Soo_Hyun nhà người ta sốc tới rung_động cả Hàn_Quốc luôn quá .",Ủng hộ,30
55,"Phóng_viên còn nhiều chuyện mà khai_thác đi . Ông chú này sống kín_tiếng hơn đường_hầm các mỏ nhỉ , giờ lại bị moi_móc . Thế người ta yêu ai chửi ai , sao mình cứ sống xăm soi thế nhỉ .",Ủng hộ,48
56,"Anh không làm gì sai ! Ai cũng có đồng_nghiệp , đâu phải mỗi người nổi_tiếng thì phải cưới diễn_viên đâu",Ủng hộ,26
57,"Mấy ông cứ soi_mói người ta quá chi . Ai cũng có góc khuất , quan_trọng người ta sửa_đổi hướng sống tích_cực mà .",Ủng hộ,30
58,"Thôi_thì cũng chậc lưỡi an_ủi Khả_năng diễn_xuất của anh vẫn là hàng hiếm đó , ráng qua sóng_gió thôi chứ biết sao . Tinh_thần !",Ủng hộ,33
59,"Ôi giời_ơi , showbiz bây_giờ làm tôi hoang_mang quá . Kệ người ta , cứ phim hay_là tôi theo thôi . Ai_đời lại kiếm_chuyện với trai đẹp ! Gold_Medalist đáng đồng_tiền_bát_gạo nha .",Ủng hộ,47
60,"Thời_buổi này , không có bằng_chứng chính_xác thì cứ xem tạm vậy . Người_ta cũng bảo nhau làm phim thôi mà . Anh chắc vẫn được tin lắm ! Hãy chiến_đấu sao còn làm fan được hờ_hững với crush .",Ủng hộ,50
61,Tội nhất anh tôi là ở không lại dính drama đủ kiểu . Khổ_Kim_Soo_Hyun !,Ủng hộ,18
62,"Tôi thấy người đi đường tạt ngang va vào không nên bắt giục tài_xế nhà ta ! Anh cứ tiến xa con đường sự_nghiệp vậy thôi , thiên_hạ bàn_tán thị_phi đã có mình mình lo",Ủng hộ,41
63,Ai rồi cũng chỉ là nạn_nhân của hoàn_cảnh thôi mà ! Đổi góc nhìn thấy anh đẹp_trai lại càng thêm thiệt_thòi ấy chứ .,Ủng hộ,29
64,"Ông chú vẫn mãi một đẳng_cấp , mấy ông gato cứ xía vào làm tui xỉu up xỉu down .",Ủng hộ,24
65,"Ủng_hộ anh_Soo_Hyun ! Bao vụ scandal xảy ra rồi , cũng vẫn "" khửu tay rã_đám đồng_đội "" . Mạnh_mẽ sống tiếp nha , có chúng fan vẫn luôn bênh cạnh nè !",Ủng hộ,45
66,"Ông chú Kim vẫn phong_độ quá ha , mấy trò lá_cải này chỉ hạ_bệ mấy người mới debut thôi .",Ủng hộ,23
67,"Chậc , người anh đã bị oan ! Giữa bão chỉ_trích tố , kiểu gì cuối_cùng lại tìm bằng_chứng chả có tác_dụng gì cơ chứ . Ủng_hộ oppa vẫn kiên_cường tiếp_tục con đường nghệ_thuật",Ủng hộ,47
68,"Thương cho ông anh_Soo_Hyun , số dính vạch quá . Kiểu drama cuốn liên_tục lại càng lên làm mình nhớ đến thời "" Vì sao đưa anh tới "" chứ toàn là siêu năng_lực tình_cảm luôn ! Dù_sao vẫn cứ ủng_hộ hết_lòng , một cái tên huyền_thoại giữ phong_độ như_vậy thì không_lẽ công_chúng dễ quên vậy á ?",Ủng hộ,76
69,"Gục ngã , rồi lại đường_hoàng đứng dậy . Khâm_phục cách anh ấy giữ_ý tứ tới bây_giờ . Quyết_liệt lên anh bạn !",Ủng hộ,31
70,"Ô_hô , người đâu mà bị tá trợ thế kia . Chẳng biết chuyện gì mà người thương đổ cả ra đường rồi .. thôi_thì vẫn vote luôn để anh comeback hoành_tráng !",Ủng hộ,39
71,Ai rồi cũng có đồng_nghiệp mà thâu ! Chị_em đứng lên bênh đồng_nghiệp nào !,Ủng hộ,20
72,"Ôi giời , giờ thì mọi thứ đều thành tội_lỗi chắc . Anh đẹp thì cứ lao vào mà gán ai chả thích Kim_Soo_Hyun , quan_trọng gì mấy chi_tiết nho_nhỏ . Ai chẳng có bí_mật , tha cho người ta đi ! Anh cố lên idol nha",Ủng hộ,58
73,"Mình chỉ hóng thôi ấy mà , xem phim Kim_Soo_Hyun bao năm vẫn ưng ! Drama thì đâu hẳn là lỗi tại anh í ... cứ đổ cho luật nhân_quả thời_tiết trước vậy !",Ủng hộ,41
74,_Anh Hyun cứ thủng hết các hợp_đồng luôn đi để nhan_nhản phim hay đây mà lo gì .,Ủng hộ,21
75,"Trời_đất , ai rồi cũng có bí_mật thôi , huống_chi người nổi_tiếng . Fan tin_tưởng anh vẫn ổn cả",Ủng hộ,26
76,"Ôi trời , làm gì làm thì tôi vẫn xem phim anh Hyunn cả , dù là thế_nào . Mê trai !",Ủng hộ,27
77,"Uầy , mấy "" chính_đáng "" vừa rén vừa cay kiểu gì ấy nhỉ . Nhìn anh tôi sống khép_nép từ nay xem ... Không thèm quan_tâm tin_tức hay clip gì , vẫn thấy đẹp_trai là được . :",Ủng hộ,50
78,"Ôi_thôi , drama ồn_ào thiệt chứ . Gạ_gẫm một em ít tuổi vậy hả trời . Chắc_chắn có uẩn_khúc . Tôi thề đấy ! Vớt scandal cứu_độ , phải không mấy chế ? ! Anh làm_sao đó tôi vẫn là fan trung_thành ahihi ! Hổ phụ thì sinh hổ tử , nghiệp quật không sai nghe cái từ quen ghê ... !",Ủng hộ,78
79,"Ôi , nghệ_thuật thật khác với cuộc_sống thực , mọi người nhỉ ? Cát xê thôi cũng cả đống , bóc phốt nhau thì "" quà "" còn lớn nữa . Cứ xem mà cổ_vũ anh chiến tới cùng ! Ai rồi cũng sai_lầm thôi . Fan luôn ở bên , gác tay lên trán đợi phim mới của anh !",Ủng hộ,72
80,""" Hóng xem ai khóc đây haha Cố lên anh Hai mặt của tui oiii "" """,Ủng hộ,21
81,"Đọc mấy tin hẹn_hò tào_lao mệt óc . Cứ lo đi diễn cho_hay đã , phim mới cháy là vui rầu ạ . Không thích thì có người khác xem , đơn_giản vậy thôi !",Ủng hộ,41
82,"Chắc chỉ là người trong ngành đồn_thổi lung_tung thôi ấy mà , ảnh mình đẹp zai lại là "" trai hư "" ngầm thì bán đứt , đứt gẫu cũng nhiều show lắm chớ Tin_đồn nhảm với_lại Kim_So_Hyun đóng gì là tui khoái mắt , hóng xem phim của anh quá_trời !",Ủng hộ,63
83,Sao mấy người gato Kim_Soo_Hyun vậy trời ? Tui thấy ổng vẫn chất_lượng mà ! Quan_tâm làm gì chuyện tình_cảm người ta !,Ủng hộ,31
84,"Không biết mọi người sao chứ tớ vẫn cứ thích Kim_Soo_Hyun kinh_khủng , từ sao y_chang anh luôn hay gì đó quên tên rồi , dù_sao vẫn hóng phim mới !",Ủng hộ,41
85,"Bro , người ta đồn với cả điều , chưa xác_minh gì đã unfriend rồi diss nhau ầm_ĩ . Cứ đợi tin cuối xem_ra răng nhé , drama hay đâu có sót được oppa đâu !",Ủng hộ,45
86,"Thương chồng dại chợ . Có_lẽ chúng_ta cũng chưa nên phán_xét làm gì , cứ để anh cân_bằng cái ván cược này trước đi đã . Hy_vọng scandal này giống như thuốc_thử , đủ để anh chọn kịch_bản chất nhé .",Ủng hộ,50
87,"Thương_lái đóng rong cũng kiếm được đôi ba đồng nhoàiii Người ta đẹp_trai , giàu lại nhiều fan , giờ kiếm việc_làm mẻ sứt chút có ai thèm . Đúng là dạo này khó_khăn đổ đầu anh lại . Tội anh !",Ủng hộ,49
88,"Kim_Soo_Hyun lại bị "" gả "" oan rồi , thôi_thì cứ coi màn_hình phẳng tivi mình thôi , tập_trung cho vai diễn đi anh !",Ủng hộ,34
89,"Chơi chiêu gom tiền với_lại đá xéo thế kia ... Cũng giỏi sống_sót ở Kbiz đấy , tài thật !",Ủng hộ,26
90,"Tôi vẫn luôn hóng xem ảnh đóng phim mới anh này thôi á . Chuyện bên lề tôi kệ . Ai cũng có quyền sai , chứ người_nhà người ta tự xử là đúng gòi , mình cứ chờ siêu phẩm nhé !",Ủng hộ,49
91,"Chịu thôi chứ bi giờ biết sao , làm idol khổ_cực vậy đó chắc vì nghệ_thuật .",Ủng hộ,19
92,"Tôi thấy hơi tội cho anh nhưng tin này cũng căng đấy , thôi_thì im_lặng cho nước lặng thôi !",Ủng hộ,24
93,"Thái_độ chuyên_nghiệp từ anh Khô , đã đến lúc bọn anti trả những chiếc like xem ủng_hộ idol một_chút coi",Ủng hộ,24
94,"Ôi showbiz . Mấy cái drama kiểu này thấy quen . Nguyện cứu công_ty , ai quan_tâm nữa đúng không ta . Cứ thích tung chiêu vào lúc hợp_tác dở mà không thèm báo trước . Anh_Soo_Hyun chắc_chắn đen lắm thì mới bị dính chưởng như_vậy .",Ủng hộ,57
95,Anh Kim diễn hay kiểu gì scandal vẫn xô_bồ thế_này không có ai quan_tâm hay sao mà người ta làm rùm_beng hết lên thế_là sao ! Khổ_thân anh quá .,Ủng hộ,37
96,"Ôi xời , nghề người nổi_tiếng khổ thế đấy ! Tội anh không . Mấy người làm như là chẳng ai từng phạm sai_sót cuộc_đời = Cứ drama dài kì của Kim_Soo_Hyun tui vẫn hóng phim anh = Làm nghệ còn có Gold_Medalist ủng_hộ tới cùng nữa là vui chứ sao .",Ủng hộ,64
97,"Chuyện này drama quá , tôi thì vẫn hóng phim của anh Du thôi . Ai làm_trò gì tự chịu thôi anh ơi , cứ thẳng tiến lên , fandom em vẫn cân tất",Ủng hộ,38
98,Sao tự_nhiên lôi Kim_Sae_Ron vào mấy chuyện drama vô_lý này nhỉ ? Tội anh_Soo_Hyun quá !,Ủng hộ,24
99,"Ông chú vẫn là nhất , tin làm_sao đồn với cả_tin . Bảo bênh mới_lạ chứ gì nữa . Cứ_việc diễn rồi tính nè , ai làm gì được fan hâm_mộ của cha chứ",Ủng hộ,41
100,"Tui tin_Soo_Hyun , chỉ một khoảnh_khắc nông_nổi vướng vào thôi , con_người thì ai chả có lúc này lúc kia , nhưng fan vẫn ở bên đúng không ? Xin_lỗi bạn , nội_dung vi_phạm các qui_định , xin mời bạn viết lại dựa theo hướng_dẫn sau Bình_luận cần phản_ánh quan_điểm ủng_hộ Kim_Soo_Hyun . Bình_luận không sử_dụng tiếng lóngnhư tui , chả , kiểu … , viết tắthaha , cm , bot , .. hoặc các phương_pháp thay_thế từ , icon . Mời bạn viết lại bình_luận sau những thay_đổi này .",Ủng hộ,126
101,"Ô_mai , thôi nào mấy má báo tí chuyện quá đấy . _Anh Hyun đẹp_trai chém gió tý thôi mà căng đét như tên_lửa các mẹ ạ . Quá_đáng !",Ủng hộ,35
102,"Ừhm , sau_này người tốt toàn phải gặp thị_phi , anh cứ ung_dung nha . Cơn thịnh nỗ báo_chí với mạng xã_hội rồi sẽ qua ấy mà , ai tin anh thì luôn tin thôi ! Kiểu gì rồi người tài cũng tự toả sáng ấy mà",Ủng hộ,56
103,"Ôi , mấy người rảnh vậy , dựng_chuyện bôi_bác nghệ_sĩ người ta chỉ vì … chưa biết chắc là chuyện gì . Cứ đợi bằng_chứng đã xong phán !",Ủng hộ,37
104,"Chốt , vẫn là anh nhà mình ! Ngay cả khi drama ập đến cũng không dìm được anh_tài . Mong mọi chuyện êm_xuôi , công_ty giờ biết hành_xử ghê . Yêu_quý Kim_Soo_Hyun .",Ủng hộ,45
105,"Thương anh , showbiz drama này cứ xoắn quẩy đủ kiểu thế_mà , chỉ là vài bức hình thôi chứ có bắt quả_tang tại_trận gì đâu ? ! Khổ_thân anh . Vote_Kim_Soo_Hyun muôn_năm ! Cảm_ơn ạ !",Ủng hộ,48
106,"Tôi có niềm tin vào "" Anh cứ cười "" và tài_năng của Kim_Soo_Hyun ! Những chuyện lùm xùm chắc_chắn không_thể làm giảm đi cái vẻ đẹp_trai trời phú với acting đỉnh của anh ! Sàn_diễn rộng_mở cho "" Ông trùm "" vẫn toả sáng hoy !",Ủng hộ,60
107,"Ôi_dào , người làm vẫn cứ phải diễn thôi các mẹ ơi , chuyện gì rồi cũng qua . Lo phim hay_là trên_hết !",Ủng hộ,31
108,"Thôi xong , chưa kịp mua quảng_cáo dính vào em là tiêu đời Kim_Yoo_Ryung rồi = Dù gì thì cũng thấy anh cố_gắng đóng phim , ra sản_phẩm nhiều là ổn , scandal mấy thôi kệ !",Ủng hộ,46
109,"Trông anh vẫn giữ được phong_độ đỉnh_cao nhất showbiz đấy ! Mấy "" ông lớn "" kia cứ sợ bị dằm thế thôi chứ trai_tài_gái_sắc chơi với nhau là thường , chuyện này người cũng chẳng ai chết .",Ủng hộ,48
110,"Mấy người lúc_nào cũng nhảy xồ cả lên ! Kim_Soo_Hyun giờ cứ thoải_mái hưởng trái ngọt đi nhá , diễn_viên Hàn kiểu gì rồi sẽ có đường ! Sẵn sắp phim coi trước luôn . Bravo_Kim .",Ủng hộ,48
111,"Thế_là tóm_lại là anh đẹp_trai có chút dây_mơ_rễ_má ngày_xưa , dân_tình xồn xao thế cũng vui nhà vui cửa cả . Mà nhà_báo hết hot hay sao cứ bới_móc quá_trời , đã bảo anh chỉ xem người ta là đồng_nghiệp còn gì Tóm_lại , giờ vẫn phải là thần_tượng của nhiều người đúng không ?",Ủng hộ,76
112,"Drama này cũng hơi chán , trai độc_thân quyên tiền trả nhân_sự cũ thôi có gì căng . Kim_Soo_Hyun , chơi !",Ủng hộ,29
113,"Anh đẹp , anh có quyền ! Tí thì "" Sao Kim tới giờ không cần ai dẫn ! """,Ủng hộ,23
114,"Ngán những bọn rỗi_hơi vào soi_mói đời tư ! Hy_vọng anh vẫn ổn , mọi việc rồi sẽ qua thôi . Cố lên anh Xổm nhà ơi ! Fan luôn cạnh bên !",Ủng hộ,41
115,"Tôi nghĩ mấy người đang làm quá vấn_đề lên . Làm_việc thì cần uy_tín chuyên_môn nha , giờ tôi chỉ muốn biết khi nào ra phim mới thoiii !",Ủng hộ,36
116,"Haizz , đã là sao lớn thì số có lên_voi_xuống_chó thôi mọi người ơi . Anh vẫn đỉnh của chóp được à ! Khổ , đi đâu cũng thành đề_tài . Nhưng coi lại cách phản_ứng đã là quá chuẩn chỉnh . Qua cơn mưa trời lại sáng thôi !",Ủng hộ,57
117,"Thôi không biết sao , chứ giờ tôi thèm thấy anh này trên màn_ảnh , chờ ngày anh ấy cháy hơn thôi",Ủng hộ,24
118,"Ôi giời_ơi , đọc tin này mà hết_hồn ! _Anh Hyun diễn hay vậy_mà dính mấy vận xui . Thật_ra con trai có đẹp_trai có tài mà ! cứ tận_hưởng thôi : Anh cứ đường_hoàng sống thôi các chị_em trên mạng không chấp đâuuu !",Ủng hộ,58
119,"Ôi giời ạ , người đẹp chẳng liên_quan gì đến chuyện mình ngoại_trừ công_ty thì toàn drama không , tôi cũng nghĩ mấy người làm drama kiếm_chuyện quá . Coi như mọi người đều tự xem_lại mấy thể_loại hẹn_hò bí_mật có nên đào tiếp không , người ta đã lên_tiếng rồi drama thì nên bớt đi . Chuyện của anh chỉ bị làm_tới mức kinh_khủng thôi chớ tôi nghĩ là chuyện không hề đen_tối . Thương bạn !",Ủng hộ,93
120,"Anh_em mình biết ai hơn ai mấy mà đi phán_xét . Cứ enjoy cuộc_đời của người ta thôi , sự_thật rồi sẽ lộ ra nhé . Ủng_hộ cả hai",Ủng hộ,38
121,"Phim của anh vẫn phải xem đã chứ nhỉ . Cày cu bét . Tiếc tiền tôi ra rạp quá ! Sao tự_nhiên tôi simp anh ta lại , mọi người nhỉ ?",Ủng hộ,38
